date,time,location,latitude,longitude,crime_type,severity,district
2023-03-04,10:10,"790 Park Street, Nagpur",21.1721,79.1339,Burglary,Medium,New Town
2023-03-04,14:06,"244 Brigade Road, Kochi",9.8953,76.2918,Motor Vehicle Theft,Low,Old City
2023-03-04,15:45,"240 Brigade Road, Gwalior",26.2349,78.2172,Theft,Low,Residential Area
2023-03-04,16:40,"152 Hill Road, Amritsar",31.5976,74.9101,Honor Killing,Critical,Commercial District
2023-03-04,18:07,"657 LBS Road, Coimbatore",11.0197,76.974,Narcotic Drugs Act,Low,Bus Terminal Area
2023-03-04,19:55,"890 Inner Ring Road, Meerut",28.9634,77.6604,Causing Hurt,Low,West
2023-03-04,21:54,"236 Church Street, Pune",18.5599,73.8986,Causing Hurt,Low,Mall Area
2023-03-05,12:15,"96 Main Road, Pimpri-Chinchwad",18.6266,73.778,Cheating,Low,Downtown
2023-03-05,15:16,"409 National Highway, Chandigarh",30.706,76.8211,Juvenile Crime,Medium,New Town
2023-03-05,19:02,"671 Commercial Street, Dehradun",30.3174,78.0707,Cheating,High,Government Quarter
2023-03-06,12:33,"420 Raj Path, Chandigarh",30.7032,76.7826,Rape,High,Bus Terminal Area
2023-03-06,13:15,"919 Hill Road, Kota",25.2053,75.8185,Rioting,Medium,Mall Area
2023-03-06,15:24,"419 Brigade Road, Surat",21.2064,72.7974,Mischief,High,Financial District
2023-03-06,18:26,"107 Main Road, Thane",19.2341,72.9739,Vandalism,Low,Central
2023-03-06,19:23,"5 Residency Road, Guwahati",26.1261,91.729,Narcotic Drugs Act,Low,Industrial Area
2023-03-06,19:27,"646 Main Road, Thiruvananthapuram",8.5297,76.9818,Corruption,Medium,South
2023-03-06,20:04,"256 Lake Road, Jaipur",26.9219,75.8177,Motor Vehicle Theft,Low,Mall Area
2023-03-06,23:56,"13 Church Street, Visakhapatnam",17.6585,83.1709,Motor Vehicle Theft,Low,Downtown
2023-03-07,09:31,"404 Cantonment, Vasai-Virar",19.4449,72.821,Cheating,Medium,Commercial District
2023-03-07,09:59,"209 National Highway, Surat",21.1876,72.7989,Narcotic Drugs Act,Medium,North
2023-03-07,10:16,"750 Circle, Hyderabad",17.406,78.5336,Theft,Low,New Town
2023-03-07,11:40,"785 Beach Road, Kochi",9.8909,76.2188,Property Dispute,Medium,Residential Area
2023-03-07,16:19,"349 Express Highway, Cuttack",20.5018,85.8418,Corruption,Low,Commercial District
2023-03-08,09:28,"779 Cross Road, Dehradun",30.3557,78.038,Theft,High,Market Area
2023-03-08,11:31,"994 Lake Road, Varanasi",25.3446,82.996,Dishonor of Cheque,Medium,Railway Station Area
2023-03-08,17:59,"473 Civil Lines, Kota",25.2025,75.8197,Unlawful Assembly,Low,Bus Terminal Area
2023-03-08,18:21,"833 Gandhi Nagar, Coimbatore",11.031,76.9225,Theft,Low,Hospital Area
2023-03-08,20:08,"480 Raj Path, Kolkata",22.6039,88.4059,Honor Killing,High,Financial District
2023-03-09,12:02,"833 Nehru Street, Guwahati",26.096,91.7582,Child Abuse,Medium,South
2023-03-09,12:13,"214 Hill Road, Nashik",20.0263,73.7823,Domestic Violence,Medium,Residential Area
2023-03-09,13:05,"762 Civil Lines, Nashik",20.0242,73.8227,Burglary,Low,Industrial Area
2023-03-09,14:33,"132 National Highway, Kota",25.1975,75.8926,Cybercrime,Medium,Commercial District
2023-03-09,17:30,"985 Cross Road, Chandigarh",30.7202,76.7874,Corruption,Low,South
2023-03-09,17:54,"533 Outer Ring Road, Kochi",9.9213,76.2631,Property Dispute,Low,Government Quarter
2023-03-10,11:16,"555 Lake Road, Kolkata",22.6061,88.3764,Forgery,High,Suburban
2023-03-10,14:04,"69 Brigade Road, Guwahati",26.1119,91.7488,House Breaking,Medium,South
2023-03-10,18:26,"245 Main Road, Jodhpur",26.2464,72.9954,Dowry Death,Critical,North
2023-03-11,08:59,"164 MG Road, Mumbai",19.1102,72.8707,Murder,High,North
2023-03-11,14:47,"721 Cross Road, Varanasi",25.3366,82.9709,Mischief,Low,East
2023-03-12,06:36,"509 SV Road, Imphal",24.8076,93.9244,Child Abuse,Medium,Railway Station Area
2023-03-12,06:56,"643 Inner Ring Road, Pune",18.475,73.8514,Rioting,Medium,Shopping Complex
2023-03-12,10:43,"408 Civil Lines, Haridwar",29.9353,78.1791,Assault,Medium,New Town
2023-03-12,11:46,"216 Outer Ring Road, Udaipur",24.6271,73.7313,Child Abuse,Medium,Airport Area
2023-03-12,12:27,"824 River Road, Kochi",9.9443,76.2981,House Breaking,Low,IT Hub
2023-03-12,13:52,"583 Commercial Street, Visakhapatnam",17.7318,83.2424,Rape,High,Residential Area
2023-03-12,15:41,"792 Inner Ring Road, Jodhpur",26.2791,72.9998,Motor Vehicle Theft,Low,Mall Area
2023-03-12,20:57,"526 Circle, Jabalpur",23.1335,79.9565,Robbery,Medium,Old City
2023-03-13,09:37,"270 Residency Road, Guwahati",26.1597,91.7467,Motor Vehicle Theft,Medium,South
2023-03-13,11:07,"373 National Highway, Jaipur",26.8812,75.7835,Fraud,Medium,Hospital Area
2023-03-13,13:11,"17 Cross Road, Delhi",28.6824,77.1126,Motor Vehicle Theft,Medium,IT Hub
2023-03-13,13:25,"686 Gandhi Nagar, Chennai",13.055,80.3081,Criminal Intimidation,Low,New Town
2023-03-13,16:22,"332 Cross Road, Salem",11.6424,78.1499,Defamation,Medium,Residential Area
2023-03-13,19:46,"864 Residency Road, Indore",22.6859,75.836,Grievous Hurt,Medium,Hospital Area
2023-03-13,19:46,"142 Church Street, Thane",19.1918,72.9999,Rape,High,Airport Area
2023-03-14,08:05,"733 Express Highway, Kochi",9.9262,76.2295,Mischief,Low,IT Hub
2023-03-14,13:25,"721 Raj Path, Guwahati",26.1101,91.7048,Corruption,Low,Bus Terminal Area
2023-03-14,13:30,"389 Park Street, Pimpri-Chinchwad",18.6238,73.7931,Arms Act Violation,High,Old City
2023-03-14,13:36,"254 Lake Road, Indore",22.6822,75.8809,Extortion,Medium,Airport Area
2023-03-14,15:48,"243 Station Road, Pimpri-Chinchwad",18.6726,73.7851,Fraud,Medium,Central
2023-03-14,16:56,"609 Station Road, Thiruvananthapuram",8.4976,76.9371,Juvenile Crime,Low,Shopping Complex
2023-03-14,19:05,"544 Main Road, Ludhiana",30.9491,75.8554,Robbery,High,Central
2023-03-14,19:45,"706 Commercial Street, Vadodara",22.3505,73.2101,Extortion,High,Bus Terminal Area
2023-03-15,04:06,"719 Circle, Surat",21.1855,72.7864,Criminal Intimidation,Medium,Airport Area
2023-03-15,06:16,"813 Market Street, Vadodara",22.3188,73.1851,Robbery,Medium,Mall Area
2023-03-15,08:27,"465 Cantonment, Amritsar",31.6285,74.8349,Assault,Medium,East
2023-03-15,19:14,"701 Express Highway, Kota",25.1834,75.9104,Causing Hurt,Medium,Market Area
2023-03-15,19:27,"397 Cross Road, Imphal",24.8217,93.8942,Cybercrime,Medium,Financial District
2023-03-15,21:45,"424 Lake Road, Kota",25.1949,75.8883,Juvenile Crime,Low,Mall Area
2023-03-16,08:03,"547 State Highway, Haridwar",29.9763,78.1412,Dacoity,High,Central
2023-03-16,10:46,"742 Cross Road, Gwalior",26.2212,78.1416,Assault,Medium,Bus Terminal Area
2023-03-16,11:38,"111 Express Highway, Tirunelveli",8.6856,77.7592,Arson,Medium,Hospital Area
2023-03-16,11:48,"353 Station Road, Delhi",28.6943,77.1168,Criminal Intimidation,Low,Downtown
2023-03-16,14:33,"192 Commercial Street, Vadodara",22.2718,73.1333,Mischief,Medium,Old City
2023-03-16,14:41,"305 Mall Road, Raipur",21.2681,81.6103,Arson,High,Central
2023-03-16,15:09,"946 Inner Ring Road, Cuttack",20.4799,85.8361,Rioting,Low,West
2023-03-17,12:22,"23 Hill Road, Tirunelveli",8.6935,77.7766,Kidnapping,High,Shopping Complex
2023-03-17,21:14,"272 Cantonment, Ghaziabad",28.7027,77.4261,Child Abuse,Medium,Hospital Area
2023-03-18,00:47,"925 Commercial Street, Pimpri-Chinchwad",18.659,73.8304,Forgery,Low,Financial District
2023-03-18,09:34,"749 Main Road, Ludhiana",30.9245,75.8564,Domestic Violence,Medium,Bus Terminal Area
2023-03-18,12:37,"468 Linking Road, Surat",21.1701,72.8066,Corruption,Low,Industrial Area
2023-03-18,14:20,"434 Gandhi Nagar, Thane",19.2146,72.9481,House Breaking,Medium,Financial District
2023-03-18,15:44,"316 Residency Road, Ranchi",23.309,85.3385,Cybercrime,Medium,East
2023-03-18,16:43,"315 National Highway, Cuttack",20.4402,85.8424,Fraud,Medium,Downtown
2023-03-18,18:21,"898 Lake Road, Amritsar",31.6084,74.8495,Arms Act Violation,High,Government Quarter
2023-03-18,18:21,"90 Hill Road, Kota",25.2555,75.8454,Kidnapping,High,Old City
2023-03-18,19:34,"453 Raj Path, Surat",21.1367,72.8665,Eve Teasing,High,Shopping Complex
2023-03-18,21:41,"965 Circle, Jamshedpur",22.833,86.2483,Corruption,High,Downtown
2023-03-18,22:00,"240 Gandhi Nagar, Vadodara",22.3041,73.1553,Robbery,Medium,Commercial District
2023-03-19,19:44,"316 LBS Road, Bhopal",23.2683,77.4553,Dacoity,Low,Commercial District
2023-03-20,09:50,"297 Market Street, Guwahati",26.1292,91.6966,Drug Trafficking,High,Financial District
2023-03-20,11:49,"211 State Highway, Pimpri-Chinchwad",18.6268,73.8496,Property Dispute,Medium,Residential Area
2023-03-20,12:39,"370 Inner Ring Road, Indore",22.764,75.8338,Eve Teasing,Low,Residential Area
2023-03-20,14:57,"329 Cantonment, Mumbai",19.0942,72.8679,Theft,Low,Old City
2023-03-20,15:22,"77 River Road, Faridabad",28.371,77.2896,Criminal Breach of Trust,Medium,Shopping Complex
2023-03-20,21:53,"711 Main Road, Ludhiana",30.9212,75.8894,Forgery,Medium,West
2023-03-21,08:50,"728 Raj Path, Pimpri-Chinchwad",18.626,73.7952,Robbery,Medium,Mall Area
2023-03-21,08:59,"770 Gandhi Nagar, Varanasi",25.3286,83.0232,Forgery,Medium,Shopping Complex
2023-03-21,17:30,"722 Commercial Street, Gwalior",26.2512,78.1823,Mischief,Low,North
2023-03-21,17:46,"818 Cantonment, Ludhiana",30.8931,75.9034,Burglary,Medium,Residential Area
2023-03-21,17:55,"639 Cantonment, Chandigarh",30.7009,76.8074,Honor Killing,Critical,East
2023-03-21,18:39,"567 Lake Road, Meerut",28.9829,77.7126,Cheating,Medium,Bus Terminal Area
2023-03-21,18:57,"326 Hill Road, Jabalpur",23.1737,80.012,SC/ST Atrocity,Medium,Old City
2023-03-21,19:19,"26 River Road, Salem",11.6777,78.1746,Dacoity,Medium,Railway Station Area
2023-03-21,19:30,"767 Main Road, Kolkata",22.6135,88.3792,Child Abuse,Medium,Central
2023-03-22,10:58,"158 Hill Road, Kalyan-Dombivli",19.2409,73.1524,Arson,Low,West
2023-03-22,12:07,"980 Inner Ring Road, Kalyan-Dombivli",19.2671,73.0947,Eve Teasing,Low,Central
2023-03-22,12:41,"790 Outer Ring Road, Pimpri-Chinchwad",18.6574,73.8111,Cheating,Low,Financial District
2023-03-22,13:07,"561 Park Street, Kochi",9.9555,76.2183,Child Abuse,Medium,Suburban
2023-03-22,14:02,"183 Outer Ring Road, Kochi",9.9355,76.2874,Burglary,Low,Old City
2023-03-22,14:23,"578 National Highway, Jabalpur",23.14,79.9811,Cheating,Medium,Suburban
2023-03-22,15:51,"18 State Highway, Thane",19.2443,73.02,Mischief,Low,New Town
2023-03-22,18:20,"237 Brigade Road, Tirunelveli",8.7114,77.7214,Fraud,Low,Hospital Area
2023-03-23,06:13,"872 Park Street, Jabalpur",23.1476,79.9926,Domestic Violence,High,North
2023-03-23,09:48,"634 Hill Road, Pune",18.5008,73.811,Causing Hurt,Medium,Financial District
2023-03-23,11:56,"170 Raj Path, Kota",25.1952,75.8495,Narcotic Drugs Act,Low,Residential Area
2023-03-23,13:13,"693 Main Road, Ahmedabad",23.0156,72.548,Child Abuse,Medium,Bus Terminal Area
2023-03-23,16:46,"192 Raj Path, Jabalpur",23.19,80.0071,Vandalism,Low,Airport Area
2023-03-23,17:17,"321 Cantonment, Meerut",28.9514,77.7406,Dacoity,Low,Central
2023-03-23,17:18,"75 Church Street, Pimpri-Chinchwad",18.6405,73.7691,Burglary,Low,IT Hub
2023-03-23,17:45,"561 Brigade Road, Lucknow",26.8202,80.9519,Dishonor of Cheque,Medium,Old City
2023-03-23,20:27,"337 Beach Road, Amritsar",31.6567,74.9054,Robbery,Medium,Residential Area
2023-03-24,00:45,"441 Church Street, Dehradun",30.3354,77.9925,Forgery,Low,Old City
2023-03-24,12:41,"589 National Highway, Nashik",19.9876,73.7866,Burglary,Medium,Airport Area
2023-03-24,12:45,"357 Nehru Street, Thane",19.2588,72.9978,Burglary,Medium,Commercial District
2023-03-24,12:58,"258 River Road, Guwahati",26.1361,91.7307,Vandalism,Low,South
2023-03-24,15:32,"404 Station Road, Kolkata",22.5448,88.3429,House Breaking,Medium,West
2023-03-24,16:06,"228 Hill Road, Raipur",21.2827,81.6607,Murder,High,Railway Station Area
2023-03-24,17:51,"58 LBS Road, Jabalpur",23.1693,79.9716,Motor Vehicle Theft,Medium,East
2023-03-24,18:50,"902 Residency Road, Indore",22.7484,75.8158,Forgery,Medium,North
2023-03-24,19:12,"193 Mall Road, Cuttack",20.4249,85.909,Motor Vehicle Theft,Low,Old City
2023-03-24,19:29,"932 River Road, Meerut",29.0042,77.6615,Grievous Hurt,Medium,Railway Station Area
2023-03-24,21:03,"505 Lake Road, Kolkata",22.5969,88.3693,Cybercrime,Medium,Central
2023-03-25,06:10,"403 Residency Road, Ghaziabad",28.6473,77.4928,Robbery,Medium,Mall Area
2023-03-25,08:37,"896 Raj Path, Dehradun",30.2872,78.0302,Causing Hurt,Medium,East
2023-03-25,11:43,"78 Express Highway, Faridabad",28.3986,77.3393,Mischief,Low,Mall Area
2023-03-25,12:17,"284 Cross Road, Faridabad",28.408,77.3673,Robbery,Medium,South
2023-03-25,14:27,"297 Raj Path, Tirunelveli",8.7043,77.7707,Robbery,Medium,Market Area
2023-03-25,17:13,"737 Park Street, Agra",27.1781,77.9831,Economic Offence,Low,Hospital Area
2023-03-25,19:45,"133 Cross Road, Thiruvananthapuram",8.5516,76.9391,Criminal Breach of Trust,Low,Old City
2023-03-25,20:06,"239 Beach Road, Kalyan-Dombivli",19.2037,73.1282,Fraud,Medium,South
2023-03-26,07:12,"545 State Highway, Jodhpur",26.2039,73.0472,Mischief,High,Airport Area
2023-03-26,14:13,"697 MG Road, Patna",25.5948,85.1144,Human Trafficking,Critical,Suburban
2023-03-26,16:15,"232 LBS Road, Jabalpur",23.1559,79.9738,Cheating,Low,Bus Terminal Area
2023-03-26,16:30,"991 Linking Road, Faridabad",28.388,77.2771,Arms Act,Low,Airport Area
2023-03-26,18:01,"465 Residency Road, Thane",19.194,72.9485,Dacoity,Low,East
2023-03-26,18:02,"668 SV Road, Haridwar",29.9713,78.1613,Robbery,High,Commercial District
2023-03-26,18:34,"716 Raj Path, Kota",25.2314,75.8216,Domestic Violence,Medium,Industrial Area
2023-03-26,19:22,"905 Raj Path, Bhubaneswar",20.292,85.841,IT Act Violation,Low,Downtown
2023-03-26,20:50,"139 Hill Road, Thane",19.2167,72.9592,Economic Offence,Low,Mall Area
2023-03-26,23:53,"373 Raj Path, Rajkot",22.3016,70.7781,Land Dispute,High,Mall Area
2023-03-27,11:33,"431 Brigade Road, Salem",11.6765,78.1609,Defamation,Medium,Industrial Area
2023-03-27,14:07,"117 Inner Ring Road, Ghaziabad",28.6383,77.4188,Grievous Hurt,Medium,Hospital Area
2023-03-27,14:48,"769 LBS Road, Hyderabad",17.4307,78.4889,Extortion,High,University Area
2023-03-27,16:23,"587 Commercial Street, Bhopal",23.3043,77.371,Causing Hurt,Medium,New Town
2023-03-27,20:05,"318 Brigade Road, Pune",18.5106,73.8886,Extortion,Medium,Financial District
2023-03-28,14:29,"248 Lake Road, Varanasi",25.2921,82.9842,Narcotic Drugs Act,Medium,Downtown
2023-03-28,16:45,"960 Linking Road, Dehradun",30.307,78.0073,Honor Killing,High,Downtown
2023-03-28,18:08,"321 Outer Ring Road, Kolkata",22.5932,88.4126,Narcotic Drugs Act,Low,IT Hub
2023-03-28,20:38,"130 Circle, Chandigarh",30.7029,76.7304,Fraud,Low,Hospital Area
2023-03-29,12:59,"197 Lake Road, Bhubaneswar",20.3357,85.776,Arson,Medium,Railway Station Area
2023-03-29,17:32,"868 Raj Path, Indore",22.6851,75.8559,Theft,Medium,New Town
2023-03-29,18:33,"211 Cross Road, Ahmedabad",23.0245,72.5589,Theft,High,Old City
2023-03-30,08:41,"290 Mall Road, Jodhpur",26.2659,73.0252,Drug Trafficking,Medium,Market Area
2023-03-30,10:51,"811 Express Highway, Ranchi",23.3177,85.3146,Motor Vehicle Theft,Medium,IT Hub
2023-03-30,15:56,"674 Cantonment, Tiruchirappalli",10.7497,78.7514,Attempt to Murder,High,IT Hub
2023-03-30,18:04,"555 Nehru Street, Bangalore",12.964,77.6146,Forgery,Low,South
2023-03-30,19:11,"674 National Highway, Amritsar",31.6655,74.8327,Forgery,Medium,Bus Terminal Area
2023-03-31,06:40,"11 Civil Lines, Haridwar",29.9722,78.1662,Honor Killing,High,Downtown
2023-03-31,11:37,"149 Park Street, Coimbatore",11.042,76.9235,Culpable Homicide,Medium,North
2023-03-31,17:06,"425 Linking Road, Pimpri-Chinchwad",18.6076,73.8239,Grievous Hurt,High,South
2023-03-31,19:45,"646 Raj Path, Kota",25.1641,75.8882,Murder,Critical,Railway Station Area
2023-04-01,07:47,"164 Linking Road, Chandigarh",30.7354,76.7958,Juvenile Crime,Low,South
2023-04-01,09:47,"648 Nehru Street, Bangalore",12.9964,77.6246,Extortion,Medium,Suburban
2023-04-01,15:16,"469 Cross Road, Varanasi",25.2692,82.994,Criminal Intimidation,Medium,Hospital Area
2023-04-01,15:24,"339 Express Highway, Gwalior",26.2635,78.1576,Grievous Hurt,Medium,East
2023-04-01,15:45,"718 State Highway, Tiruchirappalli",10.7521,78.7537,IT Act Violation,High,Financial District
2023-04-01,16:17,"201 National Highway, Agra",27.1958,78.0294,Forgery,Low,Suburban
2023-04-01,18:40,"371 Express Highway, Dehradun",30.2933,78.0383,Motor Vehicle Theft,Medium,New Town
2023-04-02,07:20,"975 Cross Road, Bangalore",12.9769,77.5674,Causing Hurt,Medium,Commercial District
2023-04-02,13:21,"506 Inner Ring Road, Chennai",13.1119,80.2325,Corruption,Low,Financial District
2023-04-02,14:06,"200 Market Street, Nashik",19.9627,73.7471,Juvenile Crime,Low,Market Area
2023-04-02,14:09,"211 MG Road, Visakhapatnam",17.7115,83.2104,Cybercrime,Medium,University Area
2023-04-02,16:00,"390 Outer Ring Road, Udaipur",24.5861,73.7582,Domestic Violence,Medium,New Town
2023-04-02,21:31,"772 Hill Road, Tiruchirappalli",10.7709,78.7029,Criminal Breach of Trust,High,University Area
2023-04-02,21:51,"437 MG Road, Kolkata",22.5247,88.3517,Mischief,Medium,University Area
2023-04-03,08:53,"22 Residency Road, Ranchi",23.3347,85.3214,Child Abuse,Medium,West
2023-04-03,10:59,"824 Mall Road, Ludhiana",30.8522,75.8538,Mischief,Low,Central
2023-04-03,11:15,"955 Linking Road, Rajkot",22.3025,70.8498,Arms Act Violation,Critical,Government Quarter
2023-04-03,13:44,"781 State Highway, Cuttack",20.4825,85.8736,Causing Hurt,Low,Railway Station Area
2023-04-03,14:19,"996 LBS Road, Delhi",28.6941,77.1469,House Breaking,Low,Downtown
2023-04-03,15:25,"300 Station Road, Nashik",19.9942,73.7745,Drug Trafficking,Medium,Shopping Complex
2023-04-03,16:13,"935 Market Street, Cuttack",20.4958,85.8944,SC/ST Atrocity,Medium,South
2023-04-03,18:32,"580 River Road, Nashik",19.9602,73.7941,Vandalism,Medium,Residential Area
2023-04-03,18:49,"699 Brigade Road, Patna",25.5649,85.0905,Fraud,Medium,South
2023-04-03,22:41,"652 MG Road, Rajkot",22.3513,70.7932,Theft,Medium,Bus Terminal Area
2023-04-04,08:51,"187 Cantonment, Guwahati",26.1604,91.7503,Fraud,Medium,Hospital Area
2023-04-04,11:38,"138 Residency Road, Surat",21.2062,72.8207,Rioting,Low,Financial District
2023-04-04,14:11,"998 Linking Road, Amritsar",31.6317,74.8784,Domestic Violence,High,Airport Area
2023-04-04,15:06,"192 Inner Ring Road, Ghaziabad",28.6554,77.49,IT Act Violation,Low,Commercial District
2023-04-04,16:45,"831 Circle, Rajkot",22.3066,70.8299,Arson,Medium,Industrial Area
2023-04-04,19:15,"141 Commercial Street, Ranchi",23.3306,85.2998,Cheating,Medium,Bus Terminal Area
2023-04-04,19:41,"448 Beach Road, Imphal",24.8185,93.9115,Motor Vehicle Theft,Medium,Market Area
2023-04-05,09:11,"83 Main Road, Ranchi",23.3778,85.3435,Robbery,High,Railway Station Area
2023-04-05,17:58,"784 Circle, Vadodara",22.2681,73.2049,Arms Act Violation,Critical,Commercial District
2023-04-05,19:12,"423 Residency Road, Jodhpur",26.201,73.0598,Kidnapping,High,West
2023-04-05,19:32,"701 LBS Road, Pimpri-Chinchwad",18.6134,73.7689,Assault,Medium,Bus Terminal Area
2023-04-06,08:41,"189 Hill Road, Ludhiana",30.894,75.845,Burglary,Low,Old City
2023-04-06,09:40,"457 Market Street, Guwahati",26.1803,91.7257,Burglary,High,IT Hub
2023-04-06,11:56,"453 Station Road, Chandigarh",30.7106,76.7698,Culpable Homicide,Low,Mall Area
2023-04-06,16:48,"421 SV Road, Chandigarh",30.721,76.7638,Cheating,High,East
2023-04-06,16:55,"14 Beach Road, Jabalpur",23.1438,79.9381,SC/ST Atrocity,Medium,Government Quarter
2023-04-07,14:31,"540 Lake Road, Bangalore",12.9704,77.5558,Mischief,Medium,Mall Area
2023-04-07,14:31,"616 Cross Road, Nashik",19.9928,73.8315,Mischief,Low,Shopping Complex
2023-04-07,16:47,"30 Civil Lines, Madurai",9.897,78.1642,Cybercrime,Medium,Industrial Area
2023-04-07,18:13,"82 MG Road, Nashik",19.9684,73.7461,Fraud,Low,East
2023-04-07,19:46,"710 Market Street, Tirunelveli",8.665,77.7721,Theft,Medium,North
2023-04-07,23:57,"311 Circle, Bangalore",12.9697,77.5808,Theft,Medium,Bus Terminal Area
2023-04-08,12:40,"625 Linking Road, Coimbatore",10.9776,76.9423,Fraud,Medium,New Town
2023-04-08,15:36,"916 Hill Road, Raipur",21.2724,81.647,Assault,Medium,Airport Area
2023-04-08,18:23,"380 Hill Road, Vasai-Virar",19.459,72.8808,Extortion,Medium,Government Quarter
2023-04-08,23:12,"605 Beach Road, Tirunelveli",8.6709,77.789,Assault,Medium,New Town
2023-04-09,09:19,"649 Residency Road, Chandigarh",30.7721,76.7896,Causing Hurt,Medium,Shopping Complex
2023-04-09,13:29,"772 Express Highway, Ahmedabad",22.9851,72.6076,Forgery,Low,IT Hub
2023-04-09,17:31,"993 SV Road, Imphal",24.7687,93.8965,House Breaking,Low,East
2023-04-09,18:17,"863 LBS Road, Vadodara",22.3314,73.1758,Mischief,Low,Downtown
2023-04-10,06:49,"488 National Highway, Kalyan-Dombivli",19.2541,73.1629,Grievous Hurt,Medium,Government Quarter
2023-04-10,12:37,"513 Raj Path, Kota",25.1709,75.9037,Drug Trafficking,High,Shopping Complex
2023-04-10,15:25,"522 LBS Road, Nashik",19.9694,73.8396,Kidnapping,Critical,South
2023-04-10,17:16,"627 Church Street, Vasai-Virar",19.4645,72.8362,Vandalism,Medium,North
2023-04-10,17:36,"97 Park Street, Vasai-Virar",19.45,72.8405,IT Act Violation,Medium,University Area
2023-04-10,17:50,"211 Circle, Ranchi",23.3529,85.2762,Cybercrime,Medium,Government Quarter
2023-04-10,18:22,"741 MG Road, Raipur",21.2337,81.6293,Fraud,Low,Old City
2023-04-10,20:10,"597 Park Street, Chandigarh",30.7715,76.7494,Theft,Low,Hospital Area
2023-04-11,13:28,"19 Church Street, Raipur",21.2735,81.675,Arms Act Violation,High,South
2023-04-11,14:40,"355 Cantonment, Tirunelveli",8.701,77.7709,Land Dispute,Low,Bus Terminal Area
2023-04-11,17:24,"761 National Highway, Kolkata",22.6113,88.3269,Robbery,Medium,East
2023-04-11,17:24,"692 Park Street, Bhubaneswar",20.3261,85.8634,Dacoity,Low,Financial District
2023-04-11,20:43,"682 Church Street, Ranchi",23.3268,85.3054,Cybercrime,Medium,Railway Station Area
2023-04-11,23:46,"957 Civil Lines, Vadodara",22.2939,73.2079,Criminal Breach of Trust,Low,Airport Area
2023-04-12,08:53,"674 Linking Road, Gwalior",26.2444,78.1373,Cybercrime,Medium,Central
2023-04-12,18:07,"44 Express Highway, Meerut",29.0134,77.6573,Corruption,Low,Mall Area
2023-04-12,18:07,"764 Raj Path, Ghaziabad",28.6316,77.5002,Domestic Violence,Medium,Residential Area
2023-04-13,11:22,"642 Raj Path, Varanasi",25.2825,82.976,Counterfeiting,Low,IT Hub
2023-04-13,13:57,"945 Station Road, Raipur",21.214,81.59,Burglary,Medium,University Area
2023-04-13,18:03,"336 Hill Road, Visakhapatnam",17.6832,83.2042,Cheating,High,West
2023-04-13,18:13,"644 Hill Road, Thane",19.2506,72.9655,Vandalism,Medium,Shopping Complex
2023-04-13,19:16,"295 SV Road, Gwalior",26.231,78.1837,Eve Teasing,Low,Central
2023-04-14,08:49,"277 Beach Road, Coimbatore",11.0662,76.9295,Fraud,Low,Financial District
2023-04-14,13:13,"786 Express Highway, Jodhpur",26.2887,72.9747,Burglary,Low,Downtown
2023-04-14,18:05,"825 Raj Path, Kolkata",22.5914,88.362,Robbery,Medium,Financial District
2023-04-14,19:05,"255 MG Road, Surat",21.2159,72.827,IT Act Violation,Low,Downtown
2023-04-14,19:59,"934 Circle, Jodhpur",26.2146,73.0015,Grievous Hurt,Low,Railway Station Area
2023-04-14,23:03,"746 MG Road, Kota",25.2047,75.8554,Dishonor of Cheque,Medium,West
2023-04-15,09:44,"586 Mall Road, Imphal",24.8032,93.9309,Juvenile Crime,Low,Financial District
2023-04-15,11:08,"235 Raj Path, Kanpur",26.4395,80.2895,Extortion,Medium,Government Quarter
2023-04-15,13:15,"216 Outer Ring Road, Nashik",19.9923,73.8351,Burglary,Low,Residential Area
2023-04-15,13:22,"821 Cantonment, Coimbatore",10.9779,76.9817,Criminal Intimidation,Low,West
2023-04-15,14:16,"203 River Road, Imphal",24.7745,93.9865,Corruption,High,Hospital Area
2023-04-15,14:24,"156 LBS Road, Thane",19.2356,72.9546,IT Act Violation,Medium,Downtown
2023-04-15,15:33,"783 Cross Road, Thiruvananthapuram",8.5517,76.9751,Child Abuse,Medium,Bus Terminal Area
2023-04-15,16:53,"239 Residency Road, Kochi",9.9379,76.2887,Economic Offence,Medium,Industrial Area
2023-04-15,17:15,"973 Raj Path, Kochi",9.9321,76.2677,Causing Hurt,Low,Commercial District
2023-04-15,18:13,"152 Lake Road, Imphal",24.854,93.9197,Mischief,Medium,Bus Terminal Area
2023-04-15,19:57,"434 Mall Road, Kolkata",22.5745,88.3328,Assault,Medium,IT Hub
2023-04-16,10:00,"894 Cantonment, Visakhapatnam",17.7181,83.2011,House Breaking,Medium,Residential Area
2023-04-16,10:07,"764 Cross Road, Kolkata",22.6134,88.3468,Burglary,Low,East
2023-04-16,10:08,"835 Circle, Haridwar",29.9954,78.1337,Counterfeiting,Medium,Downtown
2023-04-16,13:02,"825 Circle, Jodhpur",26.2007,72.9908,Criminal Intimidation,Low,Industrial Area
2023-04-16,13:55,"452 Beach Road, Bhubaneswar",20.2815,85.7856,Arms Act Violation,High,Market Area
2023-04-16,16:13,"106 Residency Road, Udaipur",24.5627,73.7298,Grievous Hurt,Medium,Central
2023-04-16,17:22,"372 Brigade Road, Pune",18.5208,73.8252,Criminal Breach of Trust,Low,Hospital Area
